id,num_like_post,num_comment_post,num_share_post,label
2624,16,1,1,0
2625,48,28,0,1
2626,51,4,6,1
2627,24,3,2,0
2628,34,10,2,0
2629,647,107,489,0
2630,2,2,4,1
2631,34,0,3,0
2632,10,0,0,0
2633,6,1,0,0
2634,5,0,0,0
2635,3726,47,230,0
2636,18,1,0,0
2637,50,17,4,1
2639,42,1,0,0
2640,8,1,0,0
2641,366,100,33,0
2642,8178,49,449,0
2643,2,0,3,0
2644,3806,179,269,0
2645,35,8,1,0
2646,0,0,0,0
2647,18,1,2,0
2648,798,15,13,0
2649,688,33,124,0
2650,324,0,28,0
2651,49,3,10,0
2652,124,44,10,1
2653,0,2,1,1
2654,111,12,17,0
2655,72,0,5,0
2656,117,21,15,1
2657,7,0,0,0
2658,11,1,1,0
2659,7,0,1,0
2660,4,0,1,0
2661,572,22,1,0
2662,68,31,4,1
2663,6,2,0,0
2664,8,4,0,0
2665,20000,1600,4300,0
2666,245,8,159,0
2667,2,0,0,0
2668,56,3,6,0
2669,3350,21,41,0
2670,1,0,0,0
2671,7,0,0,0
2672,7600,713,2900,0
2673,3600,1200,4000,0
2674,23,11,0,0
2675,215,0,101,0
2676,13000,1000,6000,0
2677,1202,45,21,0
2678,1500,166,3100,0
2679,0,0,0,0
2680,6,0,0,0
2681,28,0,0,0
2682,296,59,68,1
2684,23,2,2,0
2685,9,2,0,0
2686,6,1,1,0
2687,0,0,0,0
2688,248,76,21,1
2689,2,0,0,0
2690,14,17,0,1
2691,329,50,29,1
2692,19,1,1,0
2693,3,2,0,0
2694,2,2,0,0
2695,1117,2,4,0
2696,17,12,0,1
2697,2,1,0,0
2698,12,2,2,0
2699,2851,2,23,0
2700,13,0,1,0
2701,0,0,0,0
2702,0,0,1,0
2703,364,8,48,0
2704,103,28,2,1
2705,66,15,25,0
2706,2700,864,2200,0
2708,29,1,1,0
2709,229,32,16,0
2710,3785,341,776,0
2711,1,0,0,0
2713,12000,2000,8000,0
2714,8,2,2,0
2715,1300,285,4200,1
2716,47000,1300,2000,1
2717,8177,53,88,0
2718,7359,31,75,0
2719,26,0,3,0
2721,28,10,2,1
2722,8060,189,166,0
2723,475,41,30,1
2724,2,0,0,1
2725,60,3,6,0
2726,0,0,0,0
2728,1657,11,270,0
2729,5,2,0,0
2730,5,0,0,0
2731,6,4,0,0
2732,1,0,0,0
2733,41,0,13,0
2734,4,0,0,0
2735,5,0,0,0
2736,3,0,0,0
2737,1300,80,2500,0
2738,12000,2200,3500,0
2739,35,6,4,0
2740,1,0,0,0
2741,7,0,0,0
2742,848,599,4300,0
2744,36000,1600,2100,0
2745,63,2,0,0
2746,160,7,32,0
2747,290,13,32,1
2748,4,0,0,0
2749,478,33,4,0
2750,2,0,0,0
2751,34,1,3,0
2752,76,1,13,0
2753,2,0,0,0
2754,1700,110,2400,1
2755,43,36,2,0
2756,135,8,17,0
2757,410,252,4100,1
2758,5,0,1,0
2759,5866,50,197,0
2761,1,0,0,0
2762,89,26,3,0
2763,2,0,0,0
2764,6000,3800,2600,0
2765,491,3,44,0
2766,399,3,108,0
2767,0,0,0,0
2768,4,0,0,0
2769,2,0,0,0
2770,17983,24,736,0
2771,10,1,1,0
2772,6,3,0,1
2773,34,0,1,0
2774,0,0,0,0
2775,15,1,3,0
2776,12,0,2,0
2777,10,3,0,0
2778,0,0,0,0
2779,3,0,0,0
2780,145,211,21,1
2781,12000,950,2300,0
2782,96,43,16,0
2783,2,0,0,0
2784,86,7,32,0
2785,4,0,0,0
2786,3,0,0,0
2787,4,0,2,0
2788,1500,610,2300,0
2789,6,2,1,0
2790,1532,15,81,0
2791,1,0,0,0
2792,1100,52,181,1
2793,5857,50,368,0
2794,4909,50,471,0
2795,26,3,1,0
2796,705,50,9,0
2797,12,0,0,0
2798,51,4,11,0
2799,0,0,0,0
2800,78,11,10,1
2801,60,37,4,0
2802,10,0,7,0
2803,375,29,62,1
2804,11703,334,198,0
2805,28,15,23,0
2806,1,0,0,0
2807,1,0,1,0
2808,39,133,4,1
2809,5,0,0,0
2810,10,2,0,0
2811,49,1,11,0
2812,10,0,0,0
2813,6,0,0,0
2814,14,0,3,0
2815,3,3,0,0
2816,873,16,81,0
2817,33000,3400,9500,0
2818,26,1,0,0
2819,377,119,1900,1
2820,1,0,0,0
2821,71,3,9,0
2822,0,0,0,0
2823,4851,19,29,0
2824,12,0,0,0
2825,74,37,10,0
2826,158,2,11,0
2827,14,0,3,0
2828,273,101,126,1
2829,1,0,0,0
2830,9723,41,883,0
2831,268,10,72,0
2832,139,1,17,0
2833,16,2,38,0
2834,57,4,2,0
2835,37,14,0,0
2836,28000,1600,15000,0
2837,29,2,1,0
2838,3,4,0,1
2839,1280,125,89,0
2840,130,26,44,1
2841,5,0,0,0
2842,66,15,1,0
2844,1200,581,2200,0
2845,143,20,6,1
2846,10000,408,2800,1
2847,112,23,6,0
2849,26,1,10,0
2850,245,41,85,1
2851,0,0,0,0
2852,2,0,0,0
2853,21,6,2,0
2854,165,221,14,1
2855,306,11,16,0
2856,1893,14,81,0
2858,4933,50,54,0
2859,4534,42,96,0
2860,5,13,0,0
2861,0,0,0,0
2862,76,3,4,0
2863,7527,49,78,0
2864,84,25,15,0
2865,2,2,3,0
2866,64,62,15,0
2867,3,0,0,0
2868,1552,50,365,0
2869,92,10,5,1
2870,237,34,84,0
2871,0,0,0,0
2872,7500,1200,3700,0
2873,43,6,3,1
2874,0,0,0,0
2875,4,0,0,0
2876,656,50,26,0
2877,24,7,3,0
2878,8,2,4,0
2879,5,0,1,0
2880,11,1,0,0
2881,593,50,157,0
2882,9,0,10,1
2883,25,4,6,0
2884,189,104,63,0
2885,3937,49,116,0
2886,395,13,54,0
2887,210,13,22,0
2888,1,1,0,0
2889,7441,124,538,0
2890,2587,1,61,0
2891,26,2,2,1
2893,377,50,87,0
2894,121,25,22,0
2895,2,0,0,0
2896,13,1,0,0
2897,26,6,5,0
2898,12,0,6,0
2899,14,11,0,1
2900,1,0,0,0
2901,3,0,0,0
2902,1090,9,51,0
2903,2,1,0,0
2904,408,58,25,1
2905,5,0,2,0
2906,3100,901,3200,1
2907,83,18,8,0
2908,3,0,0,0
2909,48,83,0,0
2910,9,0,1,0
2911,2,1,0,1
2912,116,0,7,0
2913,17561,623,897,0
2914,137,21,27,1
2915,143,259,822,0
2916,10,0,0,0
2917,23,17,0,0
2918,30000,1800,8500,0
2919,3,0,0,0
2921,9092,50,636,0
2922,89,5,7,0
2923,129,0,19,0
2924,31,2,6,0
2925,33,1,13,0
2926,10468,50,426,0
2927,366,14,31,1
2928,3550,34,89,0
2929,42,1,2,0
2930,99,27,16,0
2931,11,0,0,0
2932,3,0,3,0
2933,1,1,0,0
2934,21,1,0,1
2935,19292,282,1027,0
2936,104,42,6,0
2937,48000,1200,4000,1
2938,4,0,0,0
2939,3,0,0,0
2940,12,1,0,0
2942,5,0,0,0
2944,30,12,2,0
2945,95,42,44,0
2946,3,0,0,0
2947,25000,753,2900,0
2948,154,26,15,0
2949,7500,739,6600,0
2950,31,1,5,1
2951,5511,117,113,0
2952,5,4,0,0
2953,29,4,0,1
2954,20,2,1,0
2955,532,52,25,1
2956,13,1,0,0
2957,4,0,0,0
2958,38,16,5,1
2959,5,0,0,0
2960,124,0,4,0
2961,361,0,35,0
2962,17,0,0,0
2964,198,60,81,0
2965,0,0,0,0
2966,10,1,0,0
2967,283,2,7,0
2968,454,42,11,0
2969,12,4,0,1
2970,19,2,5,0
2971,34,0,2,0
2972,3,0,0,0
2973,4,1,1,1
2974,64,35,20,0
2975,6678,10,318,0
2976,521,0,38,0
2977,11220,43,4343,0
2978,2,0,0,0
2979,9,0,1,0
2980,937,225,2900,1
2981,49,12,4,0
2982,3401,27,63,0
2983,42,3,10,1
2984,285,32,17,0
2985,1,0,0,0
2986,22,2,1,0
2987,12,6,2,0
2988,2,2,0,0
2989,13,0,0,0
2990,45,14,9,1
2991,2,0,0,0
2992,14000,1400,8300,0
2993,20,11,2,1
2994,1200,167,2300,1
2995,509,39,59,0
2996,0,0,0,0
2997,8,0,1,0
2998,9000,3200,4400,0
2999,29,6,2,0
3000,18,0,2,0
3001,7473,50,1124,0
3002,6,2,1,0
3003,693,40,31,0
3004,48,3,1,0
3005,34,0,0,0
3006,35,14,0,0
3007,36,8,11,0
3008,0,0,0,0
3009,4079,3,7,0
3010,65,18,4,0
3011,106,9,4,0
3012,9,0,0,0
3013,16,5,0,1
3014,28,1,1,0
3015,22273,454,771,0
3016,3,0,0,0
3017,14,1,1,1
3018,134,6,7,1
3019,12,1,0,0
3021,2,0,0,0
3022,94,266,22,1
3023,7,0,0,0
3024,12,0,0,0
3025,0,0,0,0
3026,399,3,0,0
3027,18,4,1,1
3028,10,2,0,0
3029,16,0,0,0
3030,27,4,1,0
3031,7,0,0,0
3032,1,0,0,0
3033,1,0,0,0
3034,459,11,7,0
3035,36,2,2,0
3036,2,0,0,0
3037,40,2,13,0
3039,24,3,3,0
3040,4,0,0,0
3041,3206,86,137,0
3042,3,0,0,0
3043,27,33,0,0
3044,2400,246,2100,0
3045,24,0,0,0
3046,5435,50,336,0
3047,73,1,0,0
3049,7,0,0,0
3050,170,15,2,1
3051,0,0,0,0
3052,7,0,4,0
3053,1011,46,95,0
3054,45,1,3,0
3055,0,0,0,0
3056,37,6,8,1
3057,18391,98,128,0
3058,1100,214,245,0
3059,90,4,4,0
3060,89,0,0,0
3061,114,44,9,0
3062,60,0,13,0
3063,2988,39,94,0
3064,263,23,29,1
3065,653,0,91,0
3066,26,2,5,0
3067,52,19,18,1
3068,17,12,0,0
3069,1000,291,2500,1
3070,6400,434,518,1
3071,3,0,0,0
3072,218,18,10,0
3073,2642,11,77,0
3074,38,17,1,0
3075,20,0,2,0
3076,2000,639,9700,1
3077,4,9,6,0
3078,14,1,2,0
3079,12,3,0,0
3080,2,0,0,0
3081,304,2,1,0
3082,19490,50,2643,0
3083,92,12,3,0
3084,1675,8,33,0
3085,43,10,7,1
3086,23,0,5,0
3087,5,0,3,0
3088,11,0,0,0
3089,3206,50,1397,0
3090,0,0,0,0
3091,28000,1100,2100,0
3092,14,11,4,0
3093,1100,932,2300,0
3094,343,20,847,1
3095,4,0,1,0
3096,3100,962,2700,1
3097,696,50,88,0
3098,172,14,19,0
3099,14,3,2,0
3100,543,50,6,0
3101,12,0,0,0
3102,1,0,0,0
3103,120,2,8,0
3104,5,6,1,0
3105,0,0,0,0
3107,1,0,0,0
3108,2,0,0,0
3109,167,0,98,0
3110,11,8,2,1
3111,22,5,3,0
3112,9000,1000,5000,0
3113,246,4,9,0
3114,5600,2100,3700,1
3115,9,2,2,0
3116,5,1,0,0
3117,48,5,0,1
3118,101,15,1,1
3119,48000,656,4600,0
3120,5225,50,1505,0
3121,8,1,2,0
3122,15,64,1,1
3123,3,0,0,0
3124,3,0,0,0
3125,6,0,0,0
3126,45000,8400,11000,0
3127,848,72,361,1
3128,387,10,97,0
3129,6,2,2,0
3130,5,0,0,0
3131,78,18,3,0
3132,4200,1700,3800,0
3133,423,137,358,1
3134,214,25,4,1
3135,1,1,0,0
3136,1345,50,221,0
3137,2,2,1,0
3138,1980,42,83,0
3139,5,1,0,0
3140,21,23,0,0
3141,23,7,4,1
3142,13,1,5,0
3143,0,0,0,0
3144,32,0,2,0
3145,46,4,11,0
3147,12,4,0,0
3148,0,0,0,0
3149,1,0,0,0
3150,98,0,17,0
3151,108,2,7,0
3152,10,0,1,0
3153,6,0,0,0
3154,91,4,40,0
3155,135,1,12,0
3156,10,6,1,0
3157,6,1,0,0
3158,3,0,0,0
3159,6746,50,1376,0
3160,6,0,3,1
3161,513,5,46,0
3162,81,0,16,0
3163,137,73,20,0
3164,45,2,3,0
3165,41,16,6,1
3166,7000,1100,6900,0
3167,2600,719,2100,0
3169,363,11,83,0
3170,4,0,1,0
3171,105,0,8,0
3172,18540,25,786,0
3174,7,0,0,0
3175,4,0,0,0
3176,11853,1152,1036,0
3177,22,2,0,0
3178,76,12,6,0
3180,147,46,26,1
3181,283,64,38,0
3182,12000,543,4000,1
3183,536,49,48,1
3184,321,124,61,1
3185,78,9,13,1
3186,140000,1300,4300,0
3187,31,2,2,0
3188,4,0,0,1
3189,75,57,3,0
3190,79,25,150,0
3191,6200,3200,5700,1
3192,2,0,0,0
3193,2,0,0,0
3194,673,160,56,0
3195,29000,4400,2300,0
3196,13,0,4,0
3197,5,0,1,0
3198,1900,1900,3900,0
3199,6,0,0,0
3200,43,1,2,0
3201,226,26,4,0
3202,0,0,0,0
3203,167,38,4,1
3204,1000,116,2400,0
3205,1,0,1,0
3206,973,1,92,0
3207,14,4,0,1
3208,24,2,0,0
3209,8,6,0,1
3210,10377,50,723,0
3211,234,19,5,0
3212,1,0,0,0
3214,3,4,0,0
3215,218,241,37,1
3216,3,0,0,0
3217,9,0,4,0
3218,42,13,2,0
3219,40,3,1,0
3220,1,0,0,0
3221,6,4,0,0
3222,1,2,2,0
3223,8,1,0,1
3224,4440,30,161,0
3225,11,0,0,0
3226,15153,945,1096,0
3228,7,1,3,0
3229,35,60,4,0
3230,493,14,44,0
3231,225,3,34,0
3232,5,0,0,0
3233,173,5,1,0
3234,53,1,10,0
3235,2,0,0,0
3236,415,25,419,1
3237,1600,157,547,1
3238,4,0,3,0
3239,12,5,1,0
3240,2,0,0,0
3241,75,6,3,0
3242,1,0,0,0
3243,1,0,0,0
3244,232,30,10,0
3245,35000,3100,4300,0
3246,120,1,0,0
3248,3,0,0,0
3249,1,0,0,0
3250,3,0,0,0
3251,9,0,0,0
3252,1000,117,704,0
3253,1061,33,184,0
3254,26,8,2,0
3255,1500,976,7700,0
3256,123,2,22,0
3257,319,28,51,1
3258,3000,259,781,1
3259,0,0,0,0
3260,155,54,10,0
3261,3,0,0,0
3262,53,46,117,1
3263,257,62,136,1
3264,22,4,8,1
3265,121,50,44,0
3266,2,0,0,0
3267,124,25,10,0
3268,8,0,0,0
3269,198,8,16,0
3270,359,67,8100,0
3271,68,3,5,0
3272,11,4,1,0
3273,49,7,0,0
3274,166,123,8,0
3275,1466,50,14,0
3276,88,57,4,0
3277,0,0,0,0
3278,4,0,0,0
3279,95,3,0,0
3280,0,0,0,0
3281,791,12,19,0
3282,407,50,48,0
3283,8,1,0,0
3284,47,0,0,0
3285,18,1,1,1
3286,19,0,0,0
3287,10,0,0,0
3288,27,5,0,0
3289,4,2,0,0
3290,224,76,63,1
3291,12,3,1,0
3292,187,0,3,0
3293,29,0,4,1
3294,58,4,6,0
3295,7,1,0,0
3296,195,0,56,0
3297,20,0,3,0
3298,20,2,4,0
3299,6,1,0,1
3300,11,3,1,0
3301,3,8,0,1
3302,4815,7,157,0
3303,0,0,0,1
3304,505,50,11,0
3305,239,25,3400,0
3306,329,20,29,1
3308,60,28,122,1
3309,4,0,0,0
3310,2,3,0,0
3311,3,0,0,0
3312,2100,262,2700,0
3313,21,0,3,0
3314,0,0,0,0
3315,7,0,0,0
3316,109,19,20,1
3317,6100,744,3700,0
3318,0,0,0,0
3319,25,16,0,0
3320,144,0,33,0
3321,0,0,0,0
3322,32,3,0,1
3323,3,0,0,0
3324,466,15,90,0
3325,4896,50,387,0
3326,5,0,2,0
3327,9,0,0,0
3328,646,164,5600,1
3329,2,0,0,0
3330,0,0,0,0
3331,1,0,0,0
3332,251,9,49,0
3333,111,20,0,0
3334,122,3,8,0
3335,20,2,0,0
3336,22,0,0,0
3337,46,6,3,0
3338,187,59,50,0
3339,8643,50,1066,0
3340,148,89,27,0
3341,2,1,0,0
3342,28,3,1,0
3343,7,1,1,0
3344,9,0,1,0
3345,378,50,11,0
3346,7300,2200,7000,0
3347,68,12,2,0
3348,0,0,0,0
3349,7,0,1,0
3350,97,36,7,0
3351,2,0,0,0
3352,4,0,0,0
3353,16000,426,5700,0
3354,35,8,0,0
3355,2,0,0,0
3356,37,20,6,1
3357,3,0,0,1
3358,265,65,66,0
3360,1,0,0,0
3361,2200,569,4300,0
3362,4632,15,40,0
3363,30000,482,5900,0
3364,9,0,0,0
3365,28,21,6,0
3366,45,0,4,1
3367,277,50,53,0
3368,43,5,0,0
3369,38,2,3,1
3370,138,11,43,0
3371,0,0,1,0
3372,35,0,8,0
3373,744,1,28,0
3374,29,1,8,0
3375,3200,397,12000,0
3376,7,0,0,0
3377,3100,1900,2400,0
3378,4,0,1,0
3379,18,9,3,0
3380,52,3,4,0
3381,227,0,70,0
3383,4229,37,60,0
3384,1,0,0,0
3385,301,53,35,0
3386,12,1,2,0
3387,100,17,8,0
3388,3,0,0,0
3389,4900,343,838,1
3390,2913,50,348,0
3391,2933,17,39,0
3392,6,0,0,0
3393,681,28,31,0
3394,9,0,0,0
3395,62,11,5,0
3396,77249,50,37783,0
3397,133,44,26,0
3398,433,50,54,0
3399,3094,50,63,0
3400,38,44,14,1
3401,15,0,1,0
3402,3,1,0,0
3403,115,5,17,0
3404,8,3,0,0
3405,3,0,0,0
3406,23,17,0,1
3408,27,0,4,0
3409,5005,8,1722,0
3410,1,0,0,0
3411,19,4,3,1
3412,4,0,0,0
3413,21,1,2,0
3414,23521,185,307,0
3415,36,2,2,0
3416,2700,156,2100,0
3417,17,32,7,0
3418,2,0,0,1
3419,50,17,26,0
3420,1,0,0,0
3421,7000,335,3700,0
3422,1070,50,26,0
3423,1,0,0,0
3424,141,1,6,0
3425,4,1,0,1
3426,3700,1000,2400,1
3427,14,6,1,0
3428,61,12,4,0
3429,16,2,1,0
3430,0,0,0,0
3431,58000,5700,17000,0
3432,27,2,4,0
3433,5899,1453,919,0
3434,36,7,8,0
3435,41000,946,18000,0
3436,7,1,1,1
3437,12,0,1,0
3438,17,1,1,0
3439,348,59,453,1
3440,28,5,3,0
3441,35,11,0,1
3442,2987,25,94,0
3443,1,0,0,0
3444,10,0,1,0
3445,1,1,0,0
3446,2369,38,91,0
3447,148,22,17,0
3448,2,0,0,0
3449,14,4,1,0
3451,308,59,43,0
3452,0,0,0,0
3453,2800,854,2300,0
3454,6,4,0,0
3455,16,15,7,0
3456,406,0,58,0
3457,8,0,0,0
3458,37,41,0,0
3459,14,27,1,0
3460,11,0,7,1
3461,9,0,0,0
3462,24,0,2,0
3463,2,0,0,0
3464,923,18,34,0
3465,34000,2400,2900,0
3466,2,0,0,1
3467,63,145,2,1
3468,45,0,4,0
3469,912,2,101,0
3470,78,8,5,0
3471,122,65,40,0
3472,71,0,19,0
3473,1,0,0,0
3474,29,4,0,0
3475,12,0,4,0
3476,4717,17,373,0
3477,12386,50,125,0
3478,227,13,203,1
3479,14,3,0,0
3480,22,6,1,0
3481,486,26,23,0
3482,119,0,7,0
3483,250,1,28,0
3484,8,0,2,0
3485,5,0,1,0
3486,4,0,0,0
3487,24,0,0,0
3488,36,2,7,0
3489,16787,47,946,0
3490,368,27,120,0
3492,37,30,1,0
3493,102,12,18,0
3494,5000,1300,2700,0
3495,3600,848,7400,1
3496,11,3,0,0
3497,3900,298,3000,1
3498,7108,100,51,0
3499,3600,680,3700,0
3500,187,382,26,0
3501,4,0,0,0
3502,3,0,0,0
3503,31709,50,1786,0
3504,185,36,2,0
3505,5,0,1,0
3506,1300,482,3100,1
3507,1300,141,181,1
3508,114,2,29,0
3509,1,1,0,0
3510,18,2,1,0
3511,5,3,0,0
3512,38,4,1,1
3513,13882,11,3437,0
3514,219,68,37,1
3515,18,0,1,0
3516,835,295,3500,1
3517,214,19,474,1
3518,979,39,138,1
3520,22,1,3,1
3521,27,9,12,0
3522,4,0,0,0
3523,474,3,12,0
3524,3,0,1,0
3525,43,32,10,0
3526,1300,1700,2400,0
3527,6,0,2,0
3528,17,3,0,0
3529,114,3,12,0
3530,19,0,3,0
3531,47000,5600,21000,0
3532,1500,112,2600,1
3533,38,9,5,0
3534,4,2,0,0
3535,70,22,2,0
3536,16,1,1,0
3537,97,2,5,0
3538,14,0,5,0
3540,11105,50,1618,0
3541,53,7,5,0
3542,92,2,1,0
3543,3,0,0,0
3544,22,0,1,0
3545,9,0,1,0
3547,2,0,0,0
3548,4,1,0,0
3549,1,0,0,0
3550,18,2,2,1
3551,4,0,0,0
3552,4800,6300,13000,0
3553,7,0,1,0
3554,3,1,0,0
3555,6,0,3,1
3556,4900,283,3200,0
3557,20,0,0,0
3558,141,2,1,0
3559,28,2,3,0
3560,19,0,0,0
3561,22,1,2,0
3562,2,0,0,0
3563,2,2,0,0
3564,636,9,338,0
3565,19,0,7,0
3566,22,0,1,0
3567,3,0,1,0
3568,35,3,0,0
3569,3,0,0,0
3570,1814,38,47,0
3571,9467,79,73,0
3572,25600,20,1504,0
3573,5353,120,1071,0
3574,4,0,1,0
3575,138,31,6,0
3576,3286,50,99,0
3577,4530,50,454,0
3578,11,2,0,0
3579,32,11,5,0
3580,253,50,162,0
3581,3300,2900,16000,0
3582,775,9,161,0
3583,52,6,0,0
3584,151,13,13,0
3585,1,0,0,0
3586,11000,623,2800,0
3587,10,0,2,0
3588,98,18,4,0
3589,0,0,0,0
3590,473,63,70,0
3591,48,1,3,0
3592,9881,29,501,0
3593,67,0,2,0
3594,2266,50,651,0
3595,402,0,44,0
3596,6,1,0,0
3597,4508,50,61,0
3598,0,0,0,0
3599,2827,23,155,0
3600,68,18,16,1
3601,2535,27,70,0
3602,2500,549,3200,0
3603,4,0,1,0
3604,25831,468,853,0
3605,0,0,0,0
3606,43,3,3,0
3607,109,102,395,1
3608,10,0,1,0
3609,41,8,1,0
3610,2,0,0,0
3611,99953,50,4985,0
3612,23,0,0,0
3613,5,4,0,0
3614,3,0,1,0
3615,518,127,62,1
3616,207,10,7,0
3617,97,19,10,1
3618,17988,50,454,0
3619,1,0,0,0
3620,2900,153,10000,1
3621,58,27,4,1
3622,203,12,28,0
3623,1300,799,2500,1
3624,825,0,130,0
3625,14,5,15,1
3626,4,0,0,0
3627,57,1,0,0
3628,90,4,10,0
3629,5,2,1,0
3630,1262,20,31,0
3631,162,26,17,0
3632,133,0,13,0
3633,110,1,304,1
3634,36,2,2,0
3635,2,0,1,0
3636,1,0,0,0
3638,156,44,32,0
3639,19,0,3,0
3640,1942,50,739,0
3641,47,48,4,0
3642,92,129,46,0
3643,29000,3500,2700,0
3644,6650,50,1147,0
3645,4,0,1,0
3646,9,1,3,0
3647,12,0,0,0
3648,2209,16,10,0
3649,1005,50,6,0
3650,1263,12,259,0
3651,9,3,2,0
3652,4,0,0,0
3653,275,0,70,0
3654,104,11,15,1
3655,66,71,24,1
3656,86429,3298,23527,0
3657,424,46,35,1
3658,14,2,0,0
3659,4500,1100,2700,0
3660,10,0,1,0
3661,7800,3200,4300,0
3662,5,5,1,0
3663,54,3,3,0
3664,1200,222,2200,1
3665,9,0,0,0
3666,616,120,165,1
3667,111,18,22,0
3668,2,0,1,0
3669,2,3,0,0
3670,12,0,1,0
3671,2381,69,44,1
3672,3,1,0,0
3673,150,184,19,0
3674,1,1,0,0
3675,62,15,2,0
3676,1,0,0,0
3677,74,19,4,0
3678,74,31,0,1
3679,4,1,0,0
3680,8,1,1,0
3681,6,0,0,0
3683,3,0,0,0
3684,1930,1,337,0
3685,138,4,1,0
3686,1,0,0,0
3687,19000,1700,8300,0
3688,42,2,24,0
3689,2691,4,94,0
3690,7,1,0,0
3691,62,36,4,1
3692,11000,714,5800,0
3693,9,0,11,0
3694,11,6,0,0
3695,7,0,1,0
3696,9,2,0,0
3697,279,59,166,0
3698,19,19,4,0
3699,6,0,0,0
3700,3,0,0,0
3701,472,11,4,0
3703,88,3,8,0
3704,10,4,1,0
3705,2,1,0,0
3706,142,0,48,0
3707,444,19,67,0
3708,3,1,0,0
3710,9,0,0,0
3711,7,3,1,0
3712,25,15,1,1
3713,45,3,8,0
3714,43,0,9,0
3715,13,0,1,0
3716,22,257,0,1
3717,4,3,0,0
3718,2,0,0,0
3719,3974,16,166,0
3720,41,19,2,0
3721,187,185,26,1
3722,15,6,0,0
3723,9,2,5,0
3724,18,12,0,0
3725,1,0,0,0
3726,16000,157,826,0
3728,1,0,1,0
3729,23,0,1,0
3730,10000,5400,5700,0
3731,1963,50,44,0
3732,1100,1000,2100,0
3733,11,2,4,0
3734,13000,485,2600,0
3735,72,12,7,0
3736,3,0,0,0
3737,3,2,0,0
3738,119,4,9,0
3739,6,0,0,0
3740,18,8,2,0
3741,69,0,10,0
3742,3,0,0,0
3743,13,4,0,0
3744,31,0,1,0
3745,689,0,97,0
3746,12,0,0,0
3747,0,0,0,0
3748,908,101,364,1
3749,7,0,0,0
3750,144,2,5,0
3751,8800,1900,2900,1
3752,1800,320,368,0
3753,3047,36,18,0
3754,835,225,2300,1
3755,330,3,17,0
3756,9000,869,2300,0
3757,48,2,8,0
3758,434,72,9,1
3759,5900,2300,7800,0
3760,3,0,0,0
3761,10,1,0,0
3762,1,0,0,0
3763,0,0,0,0
3765,908,217,5300,1
3766,21,1,2,0
3767,58,36,8,0
3768,7,5,1,0
3769,0,0,0,0
3770,1100,406,3300,1
3771,2,0,0,0
3772,16,0,0,0
3773,1430,15,46,0
3774,4555,50,96,0
3775,32,85,0,0
3776,8681,50,880,0
3777,0,0,0,0
3778,4140,50,358,0
3779,11,0,1,0
3780,4794,24,301,0
3781,24,5,5,0
3782,175,40,16,0
3783,3,0,0,0
3784,8,0,0,0
3786,1,0,0,0
3787,27,6,6,0
3788,8100,5900,13000,0
3789,2,0,0,1
3790,111000,2800,5900,0
3791,63,4,19,0
3792,5,1,0,0
3793,14,29,0,0
3794,14000,559,4900,0
3795,4,4,0,0
3796,2,0,4,0
3797,2100,578,5200,0
3798,4451,16,78,0
3799,16647,580,662,0
3800,44,0,8,0
3801,19,0,0,0
3802,714,50,6,0
3803,12,3,1,1
3804,2763,134,50,1
3805,16,0,1,0
3806,16,0,3,0
3807,6100,1800,5700,0
3808,112,23,20,1
3809,278,126,20,1
3810,46,2,0,0
3811,110,34,8,1
3812,4548,45,96,0
3814,6,0,4,0
3815,6560,50,399,0
3816,3500,239,5100,0
3817,5604,13,67,0
3818,9,5,4,0
3819,34,7,3,0
3820,530,3,2,0
3821,26,13,0,0
3822,1061,36,74,0
3823,5,0,0,0
3824,446,160,269,1
3825,21,13,2,1
3826,45000,1300,2500,0
3827,21,1,0,0
3828,248,13,15,0
3829,120,10,0,1
3830,1,0,1,0
3831,4,0,0,0
3832,256,1,14,0
3833,11,0,0,0
3834,15,2,0,0
3835,507,10,3,0
3836,59,16,3,1
3837,7600,1200,2500,0
3838,0,0,0,0
3839,7,0,0,0
3841,47,5,16,1
3842,60,46,6,0
3843,2800,699,5500,0
3844,0,5,10,0
3845,0,0,1,0
3846,8694,20,520,0
3847,3,0,0,0
3848,11,2,0,0
3849,113,25,15,0
3850,14,0,1,0
3851,298,5,12,0
3852,3,0,0,0
3853,120,48,55,0
3854,2800,187,2100,1
3855,0,0,0,0
3856,5801,53,32,0
3857,309,12,41,0
3858,2800,2300,5500,1
3859,0,0,1,0
3860,2893,20,90,0
3861,29,1,15,0
3862,6792,33,495,0
3863,5393,50,804,0
3864,1,0,0,0
3865,3,0,0,0
3866,1000,155,3000,1
3867,23,1,75,1
3868,10603,50,1128,0
3869,2,13,0,0
3871,4,0,0,0
3872,20,0,0,0
3874,8,4,2,0
3875,156,63,42,0
3876,195,62,25,0
3877,14,6,0,0
3879,3,0,0,0
3880,36,8,6,0
3881,89,1,46,0
3882,237,9,17,0
3883,14,1,0,0
3884,13,0,1,1
3885,1226,13,388,0
3886,0,0,0,1
3887,27,8,1,1
3888,56,32,3,0
3889,328,5,3,0
3890,5,0,0,0
3891,30,4,6,0
3892,61,4,7,0
3893,111,19,5,1
3894,125,2,5,0
3895,0,0,0,0
3896,2,0,0,0
3897,54,3,6,0
3899,7090,278,124,0
3900,39,0,3,0
3901,3145,16,83,0
3903,14,1,0,0
3904,12,1,0,0
